domain,source_file,source_table,record_category,source_row,row_key,payload_json
year_zero_core,year_zero_debug_export_schema.csv,year_zero_debug_export_schema,debug_schema,9,year_zero_debug_export_schema:9,"{""field_name"":""history_summary"",""required"":""yes"",""example"":""3-star, 4-year starter, round 3, six NFL seasons"",""notes"":""Visible history explanation.""}"
year_zero_core,year_zero_debug_export_schema.csv,year_zero_debug_export_schema,debug_schema,10,year_zero_debug_export_schema:10,"{""field_name"":""warnings"",""required"":""no"",""example"":""near_upper_balance_band"",""notes"":""Any issues.""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,1,load_csvs,"{""phase_order"":""1"",""phase_id"":""load_csvs"",""phase_label"":""Load Year Zero CSVs"",""progress_weight"":""3"",""owner"":""yearZeroCsvLoader"",""failure_severity"":""fatal"",""expected_output"":""csv_bundle""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,2,validate_csvs,"{""phase_order"":""2"",""phase_id"":""validate_csvs"",""phase_label"":""Validate Year Zero schemas"",""progress_weight"":""4"",""owner"":""yearZeroSchemaValidator"",""failure_severity"":""fatal"",""expected_output"":""validated_csv_bundle""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,3,init_rng,"{""phase_order"":""3"",""phase_id"":""init_rng"",""phase_label"":""Initialize deterministic RNG streams"",""progress_weight"":""2"",""owner"":""yearZeroRngFactory"",""failure_severity"":""fatal"",""expected_output"":""rng_streams""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,4,college_strength,"{""phase_order"":""4"",""phase_id"":""college_strength"",""phase_label"":""Build college program strength ranges"",""progress_weight"":""5"",""owner"":""collegeProgramStrengthAssigner"",""failure_severity"":""fatal"",""expected_output"":""program_power_scores""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,5,college_rosters,"{""phase_order"":""5"",""phase_id"":""college_rosters"",""phase_label"":""Generate full college rosters"",""progress_weight"":""14"",""owner"":""collegeRosterGenerator"",""failure_severity"":""fatal"",""expected_output"":""college_players""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,6,college_backfill,"{""phase_order"":""6"",""phase_id"":""college_backfill"",""phase_label"":""Backfill college development and histories"",""progress_weight"":""10"",""owner"":""collegeDevelopmentBackfiller"",""failure_severity"":""fatal"",""expected_output"":""college_histories""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,7,transfer_portal,"{""phase_order"":""7"",""phase_id"":""transfer_portal"",""phase_label"":""Extract initial transfer portal"",""progress_weight"":""5"",""owner"":""transferPortalExtractor"",""failure_severity"":""fatal"",""expected_output"":""transfer_players""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,8,roster_repair,"{""phase_order"":""8"",""phase_id"":""roster_repair"",""phase_label"":""Repair rosters after transfer extraction"",""progress_weight"":""4"",""owner"":""transferRosterRepairer"",""failure_severity"":""fatal"",""expected_output"":""repaired_college_rosters""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,9,high_school_recruits,"{""phase_order"":""9"",""phase_id"":""high_school_recruits"",""phase_label"":""Generate high school recruit class"",""progress_weight"":""8"",""owner"":""highSchoolRecruitClassGenerator"",""failure_severity"":""fatal"",""expected_output"":""high_school_recruits""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,10,draft_selection,"{""phase_order"":""10"",""phase_id"":""draft_selection"",""phase_label"":""Select draft class from college players"",""progress_weight"":""6"",""owner"":""draftClassSelector"",""failure_severity"":""fatal"",""expected_output"":""draft_prospects""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,11,rating_translation,"{""phase_order"":""11"",""phase_id"":""rating_translation"",""phase_label"":""Translate college ratings to NFL projections"",""progress_weight"":""6"",""owner"":""collegeToNflTranslator"",""failure_severity"":""fatal"",""expected_output"":""nfl_projection_ratings""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,12,nfl_veterans,"{""phase_order"":""12"",""phase_id"":""nfl_veterans"",""phase_label"":""Reconstruct NFL veteran careers"",""progress_weight"":""12"",""owner"":""nflVeteranCareerReconstructor"",""failure_severity"":""fatal"",""expected_output"":""nfl_veteran_pool""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,13,nfl_rosters,"{""phase_order"":""13"",""phase_id"":""nfl_rosters"",""phase_label"":""Build NFL active rosters"",""progress_weight"":""8"",""owner"":""nflRosterGenerator"",""failure_severity"":""fatal"",""expected_output"":""nfl_active_rosters""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,14,practice_squads,"{""phase_order"":""14"",""phase_id"":""practice_squads"",""phase_label"":""Build NFL practice squads"",""progress_weight"":""4"",""owner"":""nflPracticeSquadGenerator"",""failure_severity"":""fatal"",""expected_output"":""nfl_practice_squads""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,15,reserve_stash,"{""phase_order"":""15"",""phase_id"":""reserve_stash"",""phase_label"":""Assign rare NFL reserve/stash players"",""progress_weight"":""2"",""owner"":""nflReserveStashGenerator"",""failure_severity"":""warning"",""expected_output"":""reserve_stash_players""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,16,nfl_free_agents,"{""phase_order"":""16"",""phase_id"":""nfl_free_agents"",""phase_label"":""Build NFL free-agent market"",""progress_weight"":""5"",""owner"":""nflFreeAgentPoolGenerator"",""failure_severity"":""fatal"",""expected_output"":""nfl_free_agents""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,17,contracts,"{""phase_order"":""17"",""phase_id"":""contracts"",""phase_label"":""Generate detailed NFL contracts"",""progress_weight"":""4"",""owner"":""nflContractGenerator"",""failure_severity"":""fatal"",""expected_output"":""contracts""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,18,scouting_views,"{""phase_order"":""18"",""phase_id"":""scouting_views"",""phase_label"":""Generate team-specific scouting views"",""progress_weight"":""5"",""owner"":""teamSpecificScoutingViewGenerator"",""failure_severity"":""fatal"",""expected_output"":""scouting_views""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,19,balance_audit,"{""phase_order"":""19"",""phase_id"":""balance_audit"",""phase_label"":""Validate startup balance"",""progress_weight"":""2"",""owner"":""yearZeroBalanceAuditor"",""failure_severity"":""warning"",""expected_output"":""balance_summary""}"
year_zero_core,year_zero_generation_phases.csv,year_zero_generation_phases,runtime_tuning,20,debug_exports,"{""phase_order"":""20"",""phase_id"":""debug_exports"",""phase_label"":""Export Year Zero debug explanations"",""progress_weight"":""1"",""owner"":""yearZeroDebugExporter"",""failure_severity"":""warning"",""expected_output"":""debug_events""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,1,load_csvs,"{""step_id"":""loading_csvs"",""phase_id"":""load_csvs"",""start_percent"":""0"",""end_percent"":""3"",""display_title"":""Loading Year Zero data"",""display_detail"":""Reading bootstrap tuning CSVs and manifest entries."",""minimum_visible_ms"":""250""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,2,validate_csvs,"{""step_id"":""validating_csvs"",""phase_id"":""validate_csvs"",""start_percent"":""3"",""end_percent"":""7"",""display_title"":""Validating Year Zero data"",""display_detail"":""Checking required columns, ranges, weights, and roster target sums."",""minimum_visible_ms"":""350""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,3,college_strength,"{""step_id"":""college_strength"",""phase_id"":""college_strength"",""start_percent"":""9"",""end_percent"":""14"",""display_title"":""Building college landscape"",""display_detail"":""Rolling program strength ranges with wide tier variance."",""minimum_visible_ms"":""250""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,4,college_rosters,"{""step_id"":""college_rosters"",""phase_id"":""college_rosters"",""start_percent"":""14"",""end_percent"":""28"",""display_title"":""Generating college rosters"",""display_detail"":""Creating full 105-player rosters for every college team."",""minimum_visible_ms"":""700""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,5,college_backfill,"{""step_id"":""college_histories"",""phase_id"":""college_backfill"",""start_percent"":""28"",""end_percent"":""38"",""display_title"":""Backfilling college histories"",""display_detail"":""Applying prior development, stats, awards, injuries, and class history."",""minimum_visible_ms"":""700""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,6,transfer_portal,"{""step_id"":""transfer_portal"",""phase_id"":""transfer_portal"",""start_percent"":""38"",""end_percent"":""43"",""display_title"":""Building transfer portal"",""display_detail"":""Extracting transfers and preserving previous school histories."",""minimum_visible_ms"":""300""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,7,roster_repair,"{""step_id"":""roster_repair"",""phase_id"":""roster_repair"",""start_percent"":""43"",""end_percent"":""47"",""display_title"":""Repairing college rosters"",""display_detail"":""Backfilling schools after portal extraction."",""minimum_visible_ms"":""250""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,8,high_school_recruits,"{""step_id"":""high_school_recruits"",""phase_id"":""high_school_recruits"",""start_percent"":""47"",""end_percent"":""55"",""display_title"":""Generating high school recruits"",""display_detail"":""Creating current recruiting class with stars, sleepers, and scouting ranges."",""minimum_visible_ms"":""500""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,9,draft_selection,"{""step_id"":""draft_class"",""phase_id"":""draft_selection"",""start_percent"":""55"",""end_percent"":""61"",""display_title"":""Selecting draft class"",""display_detail"":""Choosing draft prospects from existing college players."",""minimum_visible_ms"":""350""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,10,rating_translation,"{""step_id"":""translation"",""phase_id"":""rating_translation"",""start_percent"":""61"",""end_percent"":""67"",""display_title"":""Translating to NFL scale"",""display_detail"":""Projecting draftable college players onto the NFL rating scale."",""minimum_visible_ms"":""350""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,11,nfl_veterans,"{""step_id"":""nfl_veterans"",""phase_id"":""nfl_veterans"",""start_percent"":""67"",""end_percent"":""79"",""display_title"":""Reconstructing NFL veterans"",""display_detail"":""Generating career paths, ratings, contracts, injuries, and histories."",""minimum_visible_ms"":""700""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,12,nfl_rosters,"{""step_id"":""nfl_rosters"",""phase_id"":""nfl_rosters"",""start_percent"":""79"",""end_percent"":""87"",""display_title"":""Building NFL rosters"",""display_detail"":""Assigning active rosters by team strength and position targets."",""minimum_visible_ms"":""500""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,13,practice_squads,"{""step_id"":""practice_squads"",""phase_id"":""practice_squads"",""start_percent"":""87"",""end_percent"":""91"",""display_title"":""Building practice squads"",""display_detail"":""Assigning developmental and fringe players to practice squads."",""minimum_visible_ms"":""300""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,14,nfl_free_agents,"{""step_id"":""free_agents"",""phase_id"":""nfl_free_agents"",""start_percent"":""93"",""end_percent"":""98"",""display_title"":""Building free-agent market"",""display_detail"":""Creating veterans, backups, camp bodies, specialists, and fringe players."",""minimum_visible_ms"":""350""}"
year_zero_core,year_zero_loading_progress_steps.csv,year_zero_loading_progress_steps,runtime_tuning,15,balance_audit,"{""step_id"":""finalizing"",""phase_id"":""balance_audit"",""start_percent"":""98"",""end_percent"":""100"",""display_title"":""Finalizing universe"",""display_detail"":""Checking balance targets and saving debug explanations."",""minimum_visible_ms"":""350""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,1,year_zero_player_history_rules:1,"{""history_scope"":""college_player"",""component"":""recruiting_profile"",""required"":""yes"",""visible"":""yes"",""min_records"":""1"",""max_records"":""1"",""rating_effect"":""context"",""notes"":""Stars, rank band, home state, recruited role.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,2,year_zero_player_history_rules:2,"{""history_scope"":""college_player"",""component"":""season_stats"",""required"":""yes"",""visible"":""yes"",""min_records"":""0"",""max_records"":""4"",""rating_effect"":""production_context"",""notes"":""Every college player gets past-season stats where class year permits.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,3,year_zero_player_history_rules:3,"{""history_scope"":""college_player"",""component"":""redshirt_history"",""required"":""yes"",""visible"":""yes"",""min_records"":""0"",""max_records"":""1"",""rating_effect"":""development_context"",""notes"":""Redshirt status and training year.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,4,year_zero_player_history_rules:4,"{""history_scope"":""college_player"",""component"":""injury_history"",""required"":""yes"",""visible"":""yes"",""min_records"":""0"",""max_records"":""4"",""rating_effect"":""durability_context"",""notes"":""Past college injuries.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,5,year_zero_player_history_rules:5,"{""history_scope"":""college_player"",""component"":""award_history"",""required"":""yes"",""visible"":""yes"",""min_records"":""0"",""max_records"":""4"",""rating_effect"":""visibility_context"",""notes"":""Awards and honors.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,6,year_zero_player_history_rules:6,"{""history_scope"":""college_player"",""component"":""transfer_history"",""required"":""yes"",""visible"":""yes"",""min_records"":""0"",""max_records"":""2"",""rating_effect"":""fit_context"",""notes"":""Previous school and reason.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,7,year_zero_player_history_rules:7,"{""history_scope"":""draft_prospect"",""component"":""nfl_projection_history"",""required"":""yes"",""visible"":""yes"",""min_records"":""1"",""max_records"":""1"",""rating_effect"":""draft_context"",""notes"":""College scale to NFL scale explanation.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,8,year_zero_player_history_rules:8,"{""history_scope"":""nfl_veteran"",""component"":""high_school_profile"",""required"":""yes"",""visible"":""yes"",""min_records"":""1"",""max_records"":""1"",""rating_effect"":""context"",""notes"":""Recruit origin.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,9,year_zero_player_history_rules:9,"{""history_scope"":""nfl_veteran"",""component"":""college_career"",""required"":""yes"",""visible"":""yes"",""min_records"":""2"",""max_records"":""5"",""rating_effect"":""draft_entry_context"",""notes"":""College stats/awards/injuries.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,10,year_zero_player_history_rules:10,"{""history_scope"":""nfl_veteran"",""component"":""draft_or_udfa_entry"",""required"":""yes"",""visible"":""yes"",""min_records"":""1"",""max_records"":""1"",""rating_effect"":""contract_context"",""notes"":""Draft round, pick, or UDFA.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,11,year_zero_player_history_rules:11,"{""history_scope"":""nfl_veteran"",""component"":""nfl_team_history"",""required"":""yes"",""visible"":""yes"",""min_records"":""1"",""max_records"":""6"",""rating_effect"":""context"",""notes"":""Past teams and years.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,12,year_zero_player_history_rules:12,"{""history_scope"":""nfl_veteran"",""component"":""nfl_stats_by_year"",""required"":""yes"",""visible"":""yes"",""min_records"":""1"",""max_records"":""12"",""rating_effect"":""market_context"",""notes"":""Stats explain role and contract.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,13,year_zero_player_history_rules:13,"{""history_scope"":""nfl_veteran"",""component"":""contract_history"",""required"":""yes"",""visible"":""yes"",""min_records"":""1"",""max_records"":""5"",""rating_effect"":""current_contract_context"",""notes"":""Contract path.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,14,year_zero_player_history_rules:14,"{""history_scope"":""nfl_veteran"",""component"":""injury_history"",""required"":""yes"",""visible"":""yes"",""min_records"":""0"",""max_records"":""6"",""rating_effect"":""durability_and_decline_context"",""notes"":""Injuries can affect current durability and decline.""}"
year_zero_core,year_zero_player_history_rules.csv,year_zero_player_history_rules,rule,15,year_zero_player_history_rules:15,"{""history_scope"":""nfl_veteran"",""component"":""development_decline_arc"",""required"":""yes"",""visible"":""yes"",""min_records"":""1"",""max_records"":""1"",""rating_effect"":""explanation"",""notes"":""Narrative summary.""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,1,year_zero_rng_streams:1,"{""stream_id"":""yz_root"",""purpose"":""Root Year Zero stream. Should only fork child streams."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:root"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,2,year_zero_rng_streams:2,"{""stream_id"":""yz_college_strength"",""purpose"":""Program tier rank and roster power rolls."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:college-strength:{school_id}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,3,year_zero_rng_streams:3,"{""stream_id"":""yz_college_rosters"",""purpose"":""College roster player identity, position, class, rating, potential."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:college-roster:{school_id}:{position}:{slot}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,4,year_zero_rng_streams:4,"{""stream_id"":""yz_college_history"",""purpose"":""College past stats, awards, injuries, redshirt, role history."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:college-history:{player_id}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,5,year_zero_rng_streams:5,"{""stream_id"":""yz_transfer_portal"",""purpose"":""Portal extraction and transfer reasons."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:portal:{school_id}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,6,year_zero_rng_streams:6,"{""stream_id"":""yz_roster_repair"",""purpose"":""Backfill depth after portal extraction."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:repair:{school_id}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,7,year_zero_rng_streams:7,"{""stream_id"":""yz_high_school_recruits"",""purpose"":""Initial high school recruit class."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:hs-recruit:{state}:{index}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,8,year_zero_rng_streams:8,"{""stream_id"":""yz_draft_selection"",""purpose"":""Draft class selection from existing college players."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:draft-selection:{position}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,9,year_zero_rng_streams:9,"{""stream_id"":""yz_rating_translation"",""purpose"":""College scale to NFL scale translation."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:translation:{player_id}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,10,year_zero_rng_streams:10,"{""stream_id"":""yz_nfl_veteran_paths"",""purpose"":""NFL veteran high school, college, draft, pro career reconstruction."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:nfl-vet:{team_id}:{position}:{slot}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,11,year_zero_rng_streams:11,"{""stream_id"":""yz_nfl_rosters"",""purpose"":""NFL active roster assignment."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:nfl-roster:{team_id}:{position}:{slot}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,12,year_zero_rng_streams:12,"{""stream_id"":""yz_nfl_practice_squad"",""purpose"":""NFL practice squad assignment."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:ps:{team_id}:{position}:{slot}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,13,year_zero_rng_streams:13,"{""stream_id"":""yz_nfl_reserve_stash"",""purpose"":""Rare IR, PUP, NFI, stash status assignment."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:reserve:{team_id}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,14,year_zero_rng_streams:14,"{""stream_id"":""yz_nfl_free_agents"",""purpose"":""NFL free-agent market generation."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:free-agent:{position}:{slot}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,15,year_zero_rng_streams:15,"{""stream_id"":""yz_contracts"",""purpose"":""NFL contract generation."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:contract:{player_id}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,16,year_zero_rng_streams:16,"{""stream_id"":""yz_scouting_views"",""purpose"":""Team-specific scouting projections."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:scouting:{evaluator_id}:{player_id}"",""stable"":""yes""}"
year_zero_core,year_zero_rng_streams.csv,year_zero_rng_streams,runtime_tuning,17,year_zero_rng_streams:17,"{""stream_id"":""yz_debug_exports"",""purpose"":""Debug explanation sampling and summaries."",""seed_pattern"":""{save_seed}:{season_year}:year-zero:debug:{entity_id}"",""stable"":""yes""}"
