domain,source_file,source_table,record_category,source_row,row_key,payload_json
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,3,udfa_career_path_generation_algorithm:3,"{""step_id"":""03"",""step_name"":""Roll signing priority"",""implementation_detail"":""Use udfa_draft_grade_to_signing_priority.csv and team demand."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,4,udfa_career_path_generation_algorithm:4,"{""step_id"":""04"",""step_name"":""Assign signing team or tryout team"",""implementation_detail"":""Weight by roster need, scheme fit, local/regional tie, scouting view, and available 90-man room."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,5,udfa_career_path_generation_algorithm:5,"{""step_id"":""05"",""step_name"":""Assign source reason"",""implementation_detail"":""Use udfa_source_reason_weights_by_priority.csv and player traits/history."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,6,udfa_career_path_generation_algorithm:6,"{""step_id"":""06"",""step_name"":""Generate contract signal"",""implementation_detail"":""Use udfa_contract_signal_rules.csv for guarantees/signing bonus. Priority is partly revealed to user through guarantees."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,7,udfa_career_path_generation_algorithm:7,"{""step_id"":""07"",""step_name"":""Roll first-year path"",""implementation_detail"":""Use position group + priority + team profile from udfa_first_year_path_weights_by_position_priority.csv."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,8,udfa_career_path_generation_algorithm:8,"{""step_id"":""08"",""step_name"":""Apply status transitions"",""implementation_detail"":""Use udfa_status_transition_rules.csv during camp, cutdown, PS, and season movement."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,9,udfa_career_path_generation_algorithm:9,"{""step_id"":""09"",""step_name"":""Roll long-term outcome"",""implementation_detail"":""Use udfa_long_term_career_outcome_weights.csv. This guides history backfill, not guaranteed future simulation."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,10,udfa_career_path_generation_algorithm:10,"{""step_id"":""10"",""step_name"":""Generate history rows"",""implementation_detail"":""Use udfa_history_generation_rules.csv to produce visible player history."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,11,udfa_career_path_generation_algorithm:11,"{""step_id"":""11"",""step_name"":""Validate balance"",""implementation_detail"":""Compare against udfa_career_path_balance_targets.csv."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_algorithm.csv,udfa_career_path_generation_algorithm,algorithm,12,udfa_career_path_generation_algorithm:12,"{""step_id"":""12"",""step_name"":""After Year Zero"",""implementation_detail"":""Do not refill UDFAs manually. Future UDFA pools come from actual future drafts and undrafted college players."",""notes"":""Deterministic RNG stream required.""}"
udfa,udfa_career_path_generation_examples.csv,udfa_career_path_generation_examples,example,1,LG,"{""example_id"":""priority_ol_to_starter"",""position"":""LG"",""priority_tier"":""priority_a"",""source_reason"":""draftable_grade_missed"",""first_year_path"":""practice_squad_development"",""career_outcome"":""starter_breakout"",""history_summary"":""Signed as priority UDFA, spent rookie year on PS, won backup job year 2, became starter year 4."",""debug_notes"":""High guarantee, strong size/technique, lower positional draft demand.""}"
udfa,udfa_career_path_generation_examples.csv,udfa_career_path_generation_examples,example,2,S,"{""example_id"":""standard_db_st_core"",""position"":""S"",""priority_tier"":""standard"",""source_reason"":""special_teams_projection"",""first_year_path"":""direct_53_special_teams"",""career_outcome"":""special_teams_core"",""history_summary"":""Made 53 as coverage player and became multi-year ST captain."",""debug_notes"":""Special teams modifier overcame modest defensive rating.""}"
udfa,udfa_career_path_generation_examples.csv,udfa_career_path_generation_examples,example,3,WR,"{""example_id"":""tryout_wr_exit"",""position"":""WR"",""priority_tier"":""tryout"",""source_reason"":""local_tryout"",""first_year_path"":""camp_cut"",""career_outcome"":""camp_exit"",""history_summary"":""Rookie minicamp tryout earned short camp stay but was waived before preseason end."",""debug_notes"":""Normal quick-exit longshot.""}"
udfa,udfa_career_path_generation_examples.csv,udfa_career_path_generation_examples,example,4,EDGE,"{""example_id"":""small_school_edge_ps"",""position"":""EDGE"",""priority_tier"":""priority_b"",""source_reason"":""small_school_uncertainty"",""first_year_path"":""practice_squad_development"",""career_outcome"":""backup_contributor"",""history_summary"":""Small-school pass rusher stashed on PS, elevated late, became rotational rusher."",""debug_notes"":""Wide scouting uncertainty, high athletic testing.""}"
udfa,udfa_career_path_generation_examples.csv,udfa_career_path_generation_examples,example,5,QB,"{""example_id"":""udfa_qb_alt_return"",""position"":""QB"",""priority_tier"":""standard"",""source_reason"":""limited_production_projection"",""first_year_path"":""alt_league_path"",""career_outcome"":""alt_league_return"",""history_summary"":""Released after camp, played in spring league, returned to NFL practice squad."",""debug_notes"":""QB active roster odds low but alt-league path retained.""}"
udfa,udfa_career_path_generation_examples.csv,udfa_career_path_generation_examples,example,6,CB,"{""example_id"":""injury_fall_cb"",""position"":""CB"",""priority_tier"":""priority_a"",""source_reason"":""medical_fall"",""first_year_path"":""injury_stash"",""career_outcome"":""multi_team_fringe"",""history_summary"":""Draftable CB went undrafted after injury, landed on reserve list, later became depth DB."",""debug_notes"":""Connects injury history to signing priority and delayed start.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,1,udfa_career_path_taxonomy:1,"{""path_id"":""draftable_priority_udfa"",""path_name"":""Draftable priority UDFA"",""definition"":""Player had draftable grade, strong film/testing, or significant guarantees but was not selected."",""use_case"":""Highest UDFA investment tier; can make 53, land on PS, or become multi-year contributor."",""typical_first_year"":""53 fringe or protected practice squad"",""long_term_ceiling"":""backup_to_starter"",""notes"":""Should be rare and often tied to signing guarantees, athletic profile, medical fall, or position devaluation.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,2,udfa_career_path_taxonomy:2,"{""path_id"":""standard_udfa"",""path_name"":""Standard UDFA"",""definition"":""Normal post-draft signing with legitimate camp opportunity but no strong investment signal."",""use_case"":""Common UDFA outcome; practice squad or camp release most likely."",""typical_first_year"":""practice squad or release"",""long_term_ceiling"":""fringe_backup"",""notes"":""Default path for most signed UDFAs.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,3,udfa_career_path_taxonomy:3,"{""path_id"":""minicamp_tryout"",""path_name"":""Minicamp tryout"",""definition"":""Player invited for rookie minicamp tryout or late evaluation rather than immediate guaranteed signing."",""use_case"":""Lowest initial commitment tier; must earn contract before camp."",""typical_first_year"":""camp body or release"",""long_term_ceiling"":""fringe_practice"",""notes"":""Should create many quick-exit histories without bloating long-term pool.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,4,udfa_career_path_taxonomy:4,"{""path_id"":""local_workout_longshot"",""path_name"":""Local workout longshot"",""definition"":""Local/regional prospect, small-school standout, or emergency offseason body signed for evaluation."",""use_case"":""Flavor path for deep longshots and lower-level players."",""typical_first_year"":""release or alt league"",""long_term_ceiling"":""rare_special_teams"",""notes"":""Can produce rare stories but should mostly wash out.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,5,udfa_career_path_taxonomy:5,"{""path_id"":""position_switch_project"",""path_name"":""Position-switch project"",""definition"":""UDFA changes position or role, often QB-to-TE/WR, DB-to-LB, TE-to-EDGE, or WR-to-returner/ST."",""use_case"":""High variance developmental path."",""typical_first_year"":""practice squad project"",""long_term_ceiling"":""specialized_contributor"",""notes"":""Requires support from body type and ratings.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,6,udfa_career_path_taxonomy:6,"{""path_id"":""special_teams_entry"",""path_name"":""Special teams entry"",""definition"":""Player makes his case through coverage, return, long snap/holder support, toughness, or emergency depth."",""use_case"":""Common route for LB/DB/RB/WR/TE fringe players."",""typical_first_year"":""53 fringe or PS elevation"",""long_term_ceiling"":""special_teams_core"",""notes"":""Should matter more than offensive/defensive rating for some players.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,7,udfa_career_path_taxonomy:7,"{""path_id"":""injury_recovery_fall"",""path_name"":""Injury recovery fall"",""definition"":""Player was draftable but slid because of medical concerns or limited pre-draft process."",""use_case"":""High upside with medical uncertainty."",""typical_first_year"":""IR/stash, PUP/NFI, or practice squad"",""long_term_ceiling"":""backup_to_starter"",""notes"":""Connect to injury history V2.14.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,8,udfa_career_path_taxonomy:8,"{""path_id"":""small_school_projection"",""path_name"":""Small-school projection"",""definition"":""Dominant lower-level or small-school player with uncertainty about competition translation."",""use_case"":""Sleeper path with wider scouting uncertainty."",""typical_first_year"":""practice squad or reserve/future"",""long_term_ceiling"":""starter_rare"",""notes"":""Should be more common for FCS/G5/lower-level origins.""}"
udfa,udfa_career_path_taxonomy.csv,udfa_career_path_taxonomy,definition,9,udfa_career_path_taxonomy:9,"{""path_id"":""specialist_competition"",""path_name"":""Specialist competition"",""definition"":""K/P/return specialist signed to compete with incumbent or stash for future."",""use_case"":""Specialists have different roster math and can win jobs quickly."",""typical_first_year"":""camp competition, PS, or direct job"",""long_term_ceiling"":""starter_specialist"",""notes"":""Use specialist-specific rules.""}"
udfa,udfa_career_paths_research_basis.csv,udfa_career_paths_research_basis,research_basis,1,udfa_career_paths_research_basis:1,"{""source_label"":""Practice squad mechanism and notable PS success paths"",""source_type"":""rule_context"",""takeaway"":""Practice squads develop inexperienced players, provide replacements, and can produce successful NFL contributors. Players can be signed away to active rosters."",""url"":""https://en.wikipedia.org/wiki/Practice_squad"",""usage"":""Supports PS development, poaching, reserve/future, and active roster promotion paths.""}"
udfa,udfa_career_paths_research_basis.csv,udfa_career_paths_research_basis,research_basis,2,udfa_career_paths_research_basis:2,"{""source_label"":""Modern practice squad size and veteran exceptions"",""source_type"":""rule_context"",""takeaway"":""NFL practice squads are 16 players and can include veteran exceptions; teams use the squad for development and emergency depth."",""url"":""https://en.wikipedia.org/wiki/Practice_squad"",""usage"":""Connects UDFA paths to V2.16 practice squad quality model.""}"
udfa,udfa_career_paths_research_basis.csv,udfa_career_paths_research_basis,research_basis,3,udfa_career_paths_research_basis:3,"{""source_label"":""NFL combine research"",""source_type"":""research_study"",""takeaway"":""Combine/testing data can help predict NFL matriculation but is weak for long-term success."",""url"":""https://arxiv.org/abs/2303.05774"",""usage"":""Athletic testing should boost signing priority/first opportunity more than guarantee long-term hit.""}"
udfa,udfa_career_paths_research_basis.csv,udfa_career_paths_research_basis,research_basis,4,udfa_career_paths_research_basis:4,"{""source_label"":""UDFA sustained success odds summary"",""source_type"":""public_report_summary"",""takeaway"":""Non-drafted players have much lower sustained-roster odds than drafted players, but a small number become major contributors."",""url"":""https://as.com/us/nfl/que-pasa-con-los-jugadores-que-no-fueron-reclutados-en-el-draft-conoce-sus-posibilidades-de-llegar-a-la-nfl-f202604-n/"",""usage"":""Supports low long-term starter and star-outlier rates.""}"
udfa,udfa_career_paths_research_basis.csv,udfa_career_paths_research_basis,research_basis,5,udfa_career_paths_research_basis:5,"{""source_label"":""Rams 2026 UDFA guarantee example"",""source_type"":""team_market_example"",""takeaway"":""UDFA guarantees/signing bonuses signal team investment and can separate priority UDFAs from ordinary camp bodies."",""url"":""https://www.turfshowtimes.com/los-angeles-rams-salary-cap/140577/rams-depth-chart-tight-end-undrafted-free-agent"",""usage"":""Supports contract signal rules and priority tiers.""}"
udfa,udfa_career_paths_research_basis.csv,udfa_career_paths_research_basis,research_basis,6,udfa_career_paths_research_basis:6,"{""source_label"":""Team UDFA volume example"",""source_type"":""team_market_example"",""takeaway"":""Teams often sign many UDFAs after the draft as part of 90/91-player offseason roster competition."",""url"":""https://www.milehighreport.com/denver-broncos-news/176663/2026-nfl-draft-denver-broncos-have-signed-13-undrafted-free-agents"",""usage"":""Supports team-level UDFA signing volume.""}"
udfa,udfa_career_paths_research_basis.csv,udfa_career_paths_research_basis,research_basis,7,udfa_career_paths_research_basis:7,"{""source_label"":""UDFA starter-year team study"",""source_type"":""public_analysis"",""takeaway"":""Some teams generate meaningful starter-years from UDFAs over long windows, but UDFA starters are uneven by team and year."",""url"":""https://www.milehighreport.com/denver-broncos-analysis/175853/which-nfl-team-gets-the-most-from-undrafted-college-free-agents"",""usage"":""Supports team usage profiles and rare starter outcomes.""}"
udfa,udfa_career_paths_research_basis.csv,udfa_career_paths_research_basis,research_basis,8,udfa_career_paths_research_basis:8,"{""source_label"":""Jason Peters career path"",""source_type"":""notable_case"",""takeaway"":""Elite UDFA outliers can go from practice squad/special teams/developmental role to long-term star careers."",""url"":""https://en.wikipedia.org/wiki/Jason_Peters"",""usage"":""Supports extremely rare pro_bowl_outlier paths.""}"
udfa,udfa_contract_signal_rules.csv,udfa_contract_signal_rules,rule,1,udfa_rookie,"{""priority_tier"":""priority_a"",""contract_type"":""udfa_rookie"",""years"":""3"",""min_total_guarantee_usd"":""125000"",""max_total_guarantee_usd"":""350000"",""min_signing_bonus_usd"":""25000"",""max_signing_bonus_usd"":""100000"",""base_salary_rule"":""rookie_minimum"",""notes"":""High-priority UDFA guarantee signal.""}"
udfa,udfa_contract_signal_rules.csv,udfa_contract_signal_rules,rule,2,udfa_rookie,"{""priority_tier"":""priority_b"",""contract_type"":""udfa_rookie"",""years"":""3"",""min_total_guarantee_usd"":""50000"",""max_total_guarantee_usd"":""124999"",""min_signing_bonus_usd"":""10000"",""max_signing_bonus_usd"":""50000"",""base_salary_rule"":""rookie_minimum"",""notes"":""Meaningful investment.""}"
udfa,udfa_contract_signal_rules.csv,udfa_contract_signal_rules,rule,3,udfa_rookie,"{""priority_tier"":""standard"",""contract_type"":""udfa_rookie"",""years"":""3"",""min_total_guarantee_usd"":""5000"",""max_total_guarantee_usd"":""49999"",""min_signing_bonus_usd"":""1000"",""max_signing_bonus_usd"":""15000"",""base_salary_rule"":""rookie_minimum"",""notes"":""Standard signed UDFA.""}"
udfa,udfa_contract_signal_rules.csv,udfa_contract_signal_rules,rule,4,udfa_rookie,"{""priority_tier"":""low_bonus"",""contract_type"":""udfa_rookie"",""years"":""3"",""min_total_guarantee_usd"":""0"",""max_total_guarantee_usd"":""9999"",""min_signing_bonus_usd"":""0"",""max_signing_bonus_usd"":""5000"",""base_salary_rule"":""rookie_minimum"",""notes"":""Low investment.""}"
udfa,udfa_contract_signal_rules.csv,udfa_contract_signal_rules,rule,5,tryout,"{""priority_tier"":""tryout"",""contract_type"":""tryout"",""years"":""0"",""min_total_guarantee_usd"":""0"",""max_total_guarantee_usd"":""0"",""min_signing_bonus_usd"":""0"",""max_signing_bonus_usd"":""0"",""base_salary_rule"":""none_until_signed"",""notes"":""No contract unless signed after tryout.""}"
udfa,udfa_draft_grade_to_signing_priority.csv,udfa_draft_grade_to_signing_priority,runtime_tuning,1,udfa_draft_grade_to_signing_priority:1,"{""draft_grade_band"":""fringe_round6_7"",""undrafted_chance"":""0.18"",""priority_a_weight"":""0.55"",""priority_b_weight"":""0.35"",""standard_weight"":""0.1"",""tryout_weight"":""0.0"",""notes"":""Draftable but falls due to board scarcity or concerns.""}"
udfa,udfa_draft_grade_to_signing_priority.csv,udfa_draft_grade_to_signing_priority,runtime_tuning,2,udfa_draft_grade_to_signing_priority:2,"{""draft_grade_band"":""round7_priority_fa"",""undrafted_chance"":""0.42"",""priority_a_weight"":""0.32"",""priority_b_weight"":""0.46"",""standard_weight"":""0.2"",""tryout_weight"":""0.02"",""notes"":""Classic high-priority UDFA area.""}"
udfa,udfa_draft_grade_to_signing_priority.csv,udfa_draft_grade_to_signing_priority,runtime_tuning,3,udfa_draft_grade_to_signing_priority:3,"{""draft_grade_band"":""pfa"",""undrafted_chance"":""0.78"",""priority_a_weight"":""0.1"",""priority_b_weight"":""0.28"",""standard_weight"":""0.52"",""tryout_weight"":""0.1"",""notes"":""Priority free agent target.""}"
udfa,udfa_draft_grade_to_signing_priority.csv,udfa_draft_grade_to_signing_priority,runtime_tuning,4,udfa_draft_grade_to_signing_priority:4,"{""draft_grade_band"":""camp_grade"",""undrafted_chance"":""0.95"",""priority_a_weight"":""0.02"",""priority_b_weight"":""0.1"",""standard_weight"":""0.52"",""tryout_weight"":""0.36"",""notes"":""Most likely camp/tryout.""}"
udfa,udfa_draft_grade_to_signing_priority.csv,udfa_draft_grade_to_signing_priority,runtime_tuning,5,udfa_draft_grade_to_signing_priority:5,"{""draft_grade_band"":""tryout_only"",""undrafted_chance"":""1.0"",""priority_a_weight"":""0.0"",""priority_b_weight"":""0.02"",""standard_weight"":""0.28"",""tryout_weight"":""0.7"",""notes"":""Tryout path.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,1,QB,"{""position_group"":""QB"",""priority_tier"":""priority_a"",""first_year_path"":""practice_squad_development"",""weight"":""0.45"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,2,QB,"{""position_group"":""QB"",""priority_tier"":""priority_a"",""first_year_path"":""direct_53_backup"",""weight"":""0.1"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,3,QB,"{""position_group"":""QB"",""priority_tier"":""priority_a"",""first_year_path"":""camp_cut"",""weight"":""0.25"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,4,QB,"{""position_group"":""QB"",""priority_tier"":""priority_a"",""first_year_path"":""reserve_future"",""weight"":""0.15"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,5,QB,"{""position_group"":""QB"",""priority_tier"":""priority_a"",""first_year_path"":""alt_league_path"",""weight"":""0.05"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,6,QB,"{""position_group"":""QB"",""priority_tier"":""standard"",""first_year_path"":""practice_squad_development"",""weight"":""0.32"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,7,QB,"{""position_group"":""QB"",""priority_tier"":""standard"",""first_year_path"":""direct_53_backup"",""weight"":""0.04"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,8,QB,"{""position_group"":""QB"",""priority_tier"":""standard"",""first_year_path"":""camp_cut"",""weight"":""0.42"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,9,QB,"{""position_group"":""QB"",""priority_tier"":""standard"",""first_year_path"":""reserve_future"",""weight"":""0.12"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,10,QB,"{""position_group"":""QB"",""priority_tier"":""standard"",""first_year_path"":""alt_league_path"",""weight"":""0.1"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,11,QB,"{""position_group"":""QB"",""priority_tier"":""tryout"",""first_year_path"":""practice_squad_development"",""weight"":""0.1"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,12,QB,"{""position_group"":""QB"",""priority_tier"":""tryout"",""first_year_path"":""direct_53_backup"",""weight"":""0.01"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,13,QB,"{""position_group"":""QB"",""priority_tier"":""tryout"",""first_year_path"":""camp_cut"",""weight"":""0.62"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,14,QB,"{""position_group"":""QB"",""priority_tier"":""tryout"",""first_year_path"":""reserve_future"",""weight"":""0.08"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,15,QB,"{""position_group"":""QB"",""priority_tier"":""tryout"",""first_year_path"":""alt_league_path"",""weight"":""0.19"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,16,RB,"{""position_group"":""RB"",""priority_tier"":""priority_a"",""first_year_path"":""direct_53_special_teams"",""weight"":""0.18"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,17,RB,"{""position_group"":""RB"",""priority_tier"":""priority_a"",""first_year_path"":""practice_squad_development"",""weight"":""0.38"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,18,RB,"{""position_group"":""RB"",""priority_tier"":""priority_a"",""first_year_path"":""camp_cut"",""weight"":""0.26"",""notes"":""Weights normalize within position_group + priority_tier.""}"
udfa,udfa_first_year_path_weights_by_position_priority.csv,udfa_first_year_path_weights_by_position_priority,weight_distribution,19,RB,"{""position_group"":""RB"",""priority_tier"":""priority_a"",""first_year_path"":""injury_stash"",""weight"":""0.04"",""notes"":""Weights normalize within position_group + priority_tier.""}"
